ley,articulo,texto
3540,Artículo 30,"PARTICIPACION EN LA VIDA CULTURAL, LAS ACTIVIDADES RECREATIVAS, EL ESPARCIMIENTO Y EL DEPORTE 1. Los Estados Partes reconocen el derecho de las personas con discapacidad a participar, en igualdad de condiciones con las demás, en la vida cultural y adoptarán todas las medidas pertinentes para asegurar que las personas con discapacidad: a) Tengan acceso a material cultural en formatos accesibles; b) Tengan acceso a programas de televisión, películas, teatro y otras actividades culturales en formatos accesibles; c) Tengan acceso a lugares en donde se ofrezcan representaciones o servicios culturales tales como: teatros, museos, cines, bibliotecas y servicios turísticos y, en la medida de lo posible, tengan acceso a monumentos y lugares de importancia cultural nacional. 2. Los Estados Partes adoptarán las medidas pertinentes para que las personas con discapacidad puedan desarrollar y utilizar su potencial creativo, artístico e intelectual, no sólo en su propio beneficio sino también para el enriquecimiento de la sociedad. 3. Los Estados Partes tomarán todas las medidas pertinentes, de conformidad con el derecho internacional, a fin de asegurar que las leyes de protección de los derechos de propiedad intelectual no constituyan una barrera excesiva o discriminatoria para el acceso de las personas con discapacidad a materiales culturales. 4. Las personas con discapacidad tendrán derecho, en igualdad de condiciones con las demás, al reconocimiento y el apoyo de su identidad cultural y lingüística específica, incluidas la lengua de señas y la cultura de los sordos. 5. A fin de que las personas con discapacidad puedan participar en igualdad de condiciones con las demás en actividades recreativas, de esparcimiento y deportivas, los Estados Partes adoptarán las medidas pertinentes para: a) Alentar y promover la participación, en la mayor medida posible, de las personas con discapacidad en las actividades deportivas generales a todos los niveles; b) Asegurar que las personas con discapacidad tengan la oportunidad de organizar y desarrollar actividades deportivas y recreativas específicas para dichas personas y de participar en dichas actividades y, a ese fin, alentar a que se les ofrezca, en igualdad de condiciones con las demás, instrucción, formación y recursos adecuados; c) Asegurar que las personas con discapacidad tengan acceso a instalaciones deportivas, recreativas y turísticas; d) Asegurar que los niños y las niñas con discapacidad tengan igual acceso con los demás niños y niñas a la participación en actividades lúdicas, recreativas, de esparcimiento y deportivas, incluidas las que se realicen dentro del sistema escolar; e) Asegurar que las personas con discapacidad tengan acceso a los servicios de quienes participan en la organización de actividades recreativas, turísticas, de esparcimiento y deportivas."
3540,Artículo 31,"RECOPILACION DE DATOS Y ESTADISTICAS 1. Los Estados Partes recopilarán información adecuada, incluidos datos estadísticos y de investigación, que les permita formular y aplicar políticas, a fin de dar efecto a la presente Convención. En el proceso de recopilación y mantenimiento de esta información se deberá: a) Respetar las garantías legales establecidas, incluida la legislación sobre protección de datos, a fin de asegurar la confidencialidad y el respeto de la privacidad de las personas con discapacidad; b) Cumplir las normas aceptadas internacionalmente para proteger los derechos humanos y las libertades fundamentales, así como los principios éticos en la recopilación y el uso de estadísticas. 2. La información recopilada de conformidad con el presente artículo se desglosará, en su caso, y se utilizará como ayuda para evaluar el cumplimiento por los Estados Partes de sus obligaciones conforme a la presente Convención, así como para identificar y eliminar las barreras con que se enfrentan las personas con discapacidad en el ejercicio de sus derechos. 3. Los Estados Partes asumirán la responsabilidad de difundir estas estadísticas y asegurar que sean accesibles para las personas con discapacidad y otras personas."
3540,Artículo 32,"COOPERACION INTERNACIONAL 1. Los Estados Partes reconocen la importancia de la cooperación internacional y su promoción, en apoyo de los esfuerzos nacionales para hacer efectivos el propósito y los objetivos de la presente Convención, y tomarán las medidas pertinentes y efectivas a este respecto, entre los Estados y, cuando corresponda, en asociación con las organizaciones internacionales y regionales pertinentes y la sociedad civil, en particular organizaciones de personas con discapacidad. Entre esas medidas cabría incluir: a) Velar por que la cooperación internacional, incluidos los programas de desarrollo internacionales, sea inclusiva y accesible para las personas con discapacidad; b) Facilitar y apoyar el fomento de la capacidad, incluso mediante el intercambio y la distribución de información, experiencias, programas de formación y prácticas recomendadas; c) Facilitar la cooperación en la investigación y el acceso a conocimientos científicos y técnicos; d) Proporcionar, según corresponda, asistencia apropiada, técnica y económica, incluso facilitando el acceso a tecnologías accesibles y de asistencia y compartiendo esas tecnologías, y mediante su transferencia. 2. Las disposiciones del presente artículo se aplicarán sin perjuicio de las obligaciones que incumban a cada Estado Parte en virtud de la presente Convención."
3540,Artículo 33,"APLICACION Y SEGUIMIENTO NACIONALES 1. Los Estados Partes, de conformidad con su sistema organizativo, designarán uno o más organismos gubernamentales encargados de las cuestiones relativas a la aplicación de la presente Convención y considerarán detenidamente la posibilidad de establecer o designar un mecanismo de coordinación para facilitar la adopción de medidas al respecto en diferentes sectores y a diferentes niveles. 2. Los Estados Partes, de conformidad con sus sistemas jurídicos y administrativos, mantendrán, reforzarán, designarán o establecerán, a nivel nacional, un marco, que constará de uno o varios mecanismos independientes, para promover, proteger y supervisar la aplicación de la presente Convención. Cuando designen o establezcan esos mecanismos, los Estados Partes tendrán en cuenta los principios relativos a la condición jurídica y el funcionamiento de las instituciones nacionales de protección y promoción de los derechos humanos. 3. La sociedad civil, y en particular las personas con discapacidad y las organizaciones que las representan, estarán integradas y participarán plenamente en todos los niveles del proceso de seguimiento."
3540,Artículo 34,"COMITE SOBRE LOS DERECHOS DE LAS PERSONAS CON DISCAPACIDAD 1. Se creará un Comité sobre los Derechos de las Personas con Discapacidad (en adelante, ""el Comité"") que desempeñará las funciones que se enuncian a continuación. 2. El Comité constará, en el momento en que entre en vigor la presente Convención, de 12 expertos. Cuando la Convención obtenga otras 60 ratificaciones o adhesiones, la composición del Comité se incrementará en 6 miembros más, con lo que alcanzará un máximo de 18 miembros. 3. Los miembros del Comité desempeñarán sus funciones a título personal y serán personas de gran integridad moral y reconocida competencia y experiencia en los temas a que se refiere la presente Convención. Se invita a los Estados Partes a que, cuando designen a sus candidatos, tomen debidamente en consideración la disposición que se enuncia en el párrafo 3 del Artículo 4 de la presente Convención. 4. Los miembros del Comité serán elegidos por los Estados Partes, que tomarán en consideración una distribución geográfica equitativa, la representación de las diferentes formas de civilización y los principales ordenamientos jurídicos, una representación de género equilibrada y la participación de expertos con discapacidad. 5. Los miembros del Comité se elegirán mediante voto secreto de una lista de personas designadas por los Estados Partes de entre sus nacionales en reuniones de la Conferencia de los Estados Partes. En estas reuniones, en las que dos tercios de los Estados Partes constituirán quórum, las personas elegidas para el Comité serán las que obtengan el mayor número de votos y una mayoría absoluta de votos de los representantes de los Estados Partes presentes y votantes. 6. La elección inicial se celebrará antes de que transcurran seis meses a partir de la fecha de entrada en vigor de la presente Convención. Por lo menos cuatro meses antes de la fecha de cada elección, el Secretario General de las Naciones Unidas dirigirá una carta a los Estados Partes invitándolos a que presenten sus candidatos en un plazo de dos meses. El Secretario General preparará después una lista en la que figurarán, por orden alfabético, todas las personas así propuestas, con indicación de los Estados Partes que las hayan propuesto, y la comunicará a los Estados Partes en la presente Convención. 7. Los miembros del Comité se elegirán por un período de cuatro años. Podrán ser reelegidos si se presenta de nuevo su candidatura. Sin embargo, el mandato de 6 de los miembros elegidos en la primera elección expirará al cabo de dos años; inmediatamente después de la primera elección, los nombres de esos 6 miembros serán sacados a suerte por el presidente de la reunión a que se hace referencia en el párrafo 5 del presente artículo. 8. La elección de los otros 6 miembros del Comité se hará con ocasión de las elecciones ordinarias, de conformidad con las disposiciones pertinentes del presente artículo. 9. Si un miembro del Comité fallece, renuncia o declara que, por alguna otra causa, no puede seguir desempeñando sus funciones, el Estado Parte que lo propuso designará otro experto que posea las cualificaciones y reúna los requisitos previstos en las disposiciones pertinentes del presente artículo para ocupar el puesto durante el resto del mandato. 10. El Comité adoptará su propio reglamento. 11. El Secretario General de las Naciones Unidas proporcionará el personal y las instalaciones que sean necesarias para el efectivo desempeño de las funciones del Comité con arreglo a la presente Convención y convocará su reunión inicial. 12. Con la aprobación de la Asamblea General de las Naciones Unidas, los miembros del Comité establecido en virtud de la presente Convención percibirán emolumentos con cargo a los recursos de las Naciones Unidas en los términos y condiciones que la Asamblea General decida, tomando en consideración la importancia de las responsabilidades del Comité. 13. Los miembros del Comité tendrán derecho a las facilidades, prerrogativas e inmunidades que se conceden a los expertos que realizan misiones para las Naciones Unidas, con arreglo a lo dispuesto en las secciones pertinentes de la Convención sobre Prerrogativas e Inmunidades de las Naciones Unidas."
3540,Artículo 35,"INFORMES PRESENTADOS POR LOS ESTADOS PARTES 1. Los Estados Partes presentarán al Comité, por conducto del Secretario General de las Naciones Unidas, un informe exhaustivo sobre las medidas que hayan adoptado para cumplir sus obligaciones conforme a la presente Convención y sobre los progresos realizados al respecto en el plazo de dos años contado a partir de la entrada en vigor de la presente Convención en el Estado Parte de que se trate. 2. Posteriormente, los Estados Partes presentarán informes ulteriores al menos cada cuatro años y en las demás ocasiones en que el Comité se lo solicite. 3. El Comité decidirá las directrices aplicables al contenido de los informes. 4. El Estado Parte que haya presentado un informe inicial exhaustivo al Comité no tendrá que repetir, en sus informes ulteriores, la información previamente facilitada. Se invita a los Estados Partes a que, cuando preparen informes para el Comité, lo hagan mediante un procedimiento abierto y transparente y tengan en cuenta debidamente lo dispuesto en el párrafo 3 del Artículo 4 de la presente Convención. 5. En los informes se podrán indicar factores y dificultades que afecten al grado de cumplimiento de las obligaciones contraídas en virtud de la presente Convención."
3540,Artículo 36,"CONSIDERACION DE LOS INFORMES 1. El Comité considerará todos los informes, hará las sugerencias y las recomendaciones que estime oportunas respecto a ellos y se las remitirá al Estado Parte de que se trate. Éste podrá responder enviando al Comité cualquier información que desee. El Comité podrá solicitar a los Estados Partes más información con respecto a la aplicación de la presente Convención. 2. Cuando un Estado Parte se haya demorado considerablemente en la presentación de un informe, el Comité podrá notificarle la necesidad de examinar la aplicación de la presente Convención en dicho Estado Parte, sobre la base de información fiable que se ponga a disposición del Comité, en caso de que el informe pertinente no se presente en un plazo de tres meses desde la notificación. El Comité invitará al Estado Parte interesado a participar en dicho examen. Si el Estado Parte respondiera presentando el informe pertinente, se aplicará lo dispuesto en el párrafo 1 del presente artículo. 3. El Secretario General de las Naciones Unidas pondrá los informes a disposición de todos los Estados Partes. 4. Los Estados Partes darán amplia difusión pública a sus informes en sus propios países y facilitarán el acceso a las sugerencias y recomendaciones generales sobre esos informes. 5. El Comité transmitirá, según estime apropiado, a los organismos especializados, los fondos y los programas de las Naciones Unidas, así como a otros órganos competentes, los informes de los Estados Partes, a fin de atender una solicitud o una indicación de necesidad de asesoramiento técnico o asistencia que figure en ellos, junto con las observaciones y recomendaciones del Comité, si las hubiera, sobre esas solicitudes o indicaciones."
3540,Artículo 37,"COOPERACION ENTRE LOS ESTADOS PARTES Y EL COMITE 1. Los Estados Partes cooperarán con el Comité y ayudarán a sus miembros a cumplir su mandato. 2. En su relación con los Estados Partes, el Comité tomará debidamente en consideración medios y arbitrios para mejorar la capacidad nacional de aplicación de la presente Convención, incluso mediante la cooperación internacional."
3540,Artículo 38,"RELACION DEL COMITE CON OTROS ORGANOS A fin de fomentar la aplicación efectiva de la presente Convención y de estimular la cooperación internacional en el ámbito que abarca: a) Los organismos especializados y demás órganos de las Naciones Unidas tendrán derecho a estar representados en el examen de la aplicación de las disposiciones de la presente Convención que entren dentro de su mandato. El Comité podrá invitar también a los organismos especializados y a otros órganos competentes que considere apropiados a que proporcionen asesoramiento especializado sobre la aplicación de la Convención en los ámbitos que entren dentro de sus respectivos mandatos. El Comité podrá invitar a los organismos especializados y a otros órganos de las Naciones Unidas a que presenten informes sobre la aplicación de la Convención en las esferas que entren dentro de su ámbito de actividades; b) Al ejercer su mandato, el Comité consultará, según proceda, con otros órganos pertinentes instituidos en virtud de tratados internacionales de derechos humanos, con miras a garantizar la coherencia de sus respectivas directrices de presentación de informes, sugerencias y recomendaciones generales y a evitar la duplicación y la superposición de tareas en el ejercicio de sus funciones."
3540,Artículo 39,"INFORME DEL COMITE El Comité informará cada dos años a la Asamblea General y al Consejo Económico y Social sobre sus actividades y podrá hacer sugerencias y recomendaciones de carácter general basadas en el examen de los informes y datos recibidos de los Estados Partes en la Convención. Esas sugerencias y recomendaciones de carácter general se incluirán en el informe del Comité, junto con los comentarios, si los hubiera, de los Estados Partes."
3540,Artículo 40,"CONFERENCIA DE LOS ESTADOS PARTES 1. Los Estados Partes se reunirán periódicamente en una Conferencia de los Estados Partes, a fin de considerar todo asunto relativo a la aplicación de la presente Convención. 2. El Secretario General de las Naciones Unidas convocará la Conferencia de los Estados Partes en un plazo que no superará los seis meses contados a partir de la entrada en vigor de la presente Convención. Las reuniones ulteriores, con periodicidad bienal o cuando lo decida la Conferencia de los Estados Partes, serán convocadas por el Secretario General."
3540,Artículo 41,DEPOSITARIO El Secretario General de las Naciones Unidas será el depositario de la presente Convención.
3540,Artículo 42,"FIRMA La presente Convención estará abierta a la firma de todos los Estados y las organizaciones regionales de integración en la Sede de las Naciones Unidas, en Nueva York, a partir del 30 de marzo de 2007."
3540,Artículo 43,CONSENTIMIENTO EN OBLIGARSE La presente Convención estará sujeta a la ratificación de los Estados signatarios y a la confirmación oficial de las organizaciones regionales de integración signatarias. Estará abierta a la adhesión de cualquier Estado u organización regional de integración que no la haya firmado.
3540,Artículo 44,"ORGANIZACIONES REGIONALES DE INTEGRACION 1. Por ""organización regional de integración"" se entenderá una organización constituida por Estados soberanos de una región determinada a la que sus Estados miembros hayan transferido competencia respecto de las cuestiones regidas por la presente Convención. Esas organizaciones declararán, en sus instrumentos de confirmación oficial o adhesión, su grado de competencia con respecto a las cuestiones regidas por la presente Convención. Posteriormente, informarán al depositario de toda modificación sustancial de su grado de competencia. 2. Las referencias a los ""Estados Partes"" con arreglo a la presente Convención serán aplicables a esas organizaciones dentro de los límites de su competencia. 3. A los efectos de lo dispuesto en el párrafo 1 del Artículo 45 y en los párrafos 2 y 3 del Artículo 47 de la presente Convención, no se tendrá en cuenta ningún instrumento depositado por una organización regional de integración. 4. Las organizaciones regionales de integración, en asuntos de su competencia, ejercerán su derecho de voto en la Conferencia de los Estados Partes, con un número de votos igual al número de sus Estados miembros que sean Partes en la presente Convención. Dichas organizaciones no ejercerán su derecho de voto si sus Estados miembros ejercen el suyo, y viceversa."
3540,Artículo 45,"ENTRADA EN VIGOR 1. La presente Convención entrará en vigor el trigésimo día a partir de la fecha en que haya sido depositado el vigésimo instrumento de ratificación o adhesión. 2. Para cada Estado y organización regional de integración que ratifique la Convención, se adhiera a ella o la confirme oficialmente una vez que haya sido depositado el vigésimo instrumento a sus efectos, la Convención entrará en vigor el trigésimo día a partir de la fecha en que haya sido depositado su propio instrumento."
3540,Artículo 46,RESERVAS 1. No se permitirán reservas incompatibles con el objeto y el propósito de la presente Convención. 2. Las reservas podrán ser retiradas en cualquier momento.
3540,Artículo 47,"ENMIENDAS 1. Los Estados Partes podrán proponer enmiendas a la presente Convención y presentarlas al Secretario General de las Naciones Unidas. El Secretario General comunicará las enmiendas propuestas a los Estados Partes, pidiéndoles que le notifiquen si desean que se convoque una conferencia de Estados Partes con el fin de examinar la propuesta y someterla a votación. Si dentro de los cuatro meses siguientes a la fecha de esa notificación, al menos un tercio de los Estados Partes se declara a favor de tal convocatoria, el Secretario General convocará una conferencia bajo los auspicios de las Naciones Unidas. Toda enmienda adoptada por mayoría de dos tercios de los Estados Partes presentes y votantes en la conferencia será sometida por el Secretario General a la Asamblea General de las Naciones Unidas para su aprobación y posteriormente a los Estados Partes para su aceptación. 2. Toda enmienda adoptada y aprobada conforme a lo dispuesto en el párrafo 1 del presente artículo entrará en vigor el trigésimo día a partir de la fecha en que el número de instrumentos de aceptación depositados alcance los dos tercios del número de Estados Partes que había en la fecha de adopción de la enmienda. Posteriormente, la enmienda entrará en vigor para todo Estado Parte el trigésimo día a partir de aquel en que hubiera depositado su propio instrumento de aceptación. Las enmiendas serán vinculantes exclusivamente para los Estados Partes que las hayan aceptado. 3. En caso de que así lo decida la Conferencia de los Estados Partes por consenso, las enmiendas adoptadas y aprobadas de conformidad con lo dispuesto en el párrafo 1 del presente artículo que guarden relación exclusivamente con los Artículos 34, 38, 39 y 40 entrarán en vigor para todos los Estados Partes el trigésimo día a partir de aquel en que el número de instrumentos de aceptación depositados alcance los dos tercios del número de Estados Partes que hubiera en la fecha de adopción de la enmienda."
3540,Artículo 48,DENUNCIA Los Estados Partes podrán denunciar la presente Convención mediante notificación escrita dirigida al Secretario General de las Naciones Unidas. La denuncia tendrá efecto un año después de que el Secretario General haya recibido la notificación.
3540,Artículo 49,FORMATO ACCESIBLE El texto de la presente Convención se difundirá en formato accesible.
3540,Artículo 50,"TEXTOS AUTENTICOS Los textos en árabe, chino, español, francés, inglés y ruso de la presente Convención serán igualmente auténticos. En testimonio de lo cual, los plenipotenciarios abajo firmantes, debidamente autorizados por sus respectivos gobiernos, firman la presente Convención.” “PROTOCOLO FACULTATIVO DE LA CONVENCION SOBRE LOS DERECHOS DE LAS PERSONAS CON DISCAPACIDAD Los Estados Partes en el presente Protocolo acuerdan lo siguiente:"
3540,Artículo 1,"1. Todo Estado Parte en el presente Protocolo (""Estado Parte"") reconoce la competencia del Comité sobre los Derechos de las Personas con Discapacidad (""el Comité"") para recibir y considerar las comunicaciones presentadas por personas o grupos de personas sujetos a su jurisdicción que aleguen ser víctimas de una violación por ese Estado Parte de cualquiera de las disposiciones de la Convención, o en nombre de esas personas o grupos de personas. 2. El Comité no recibirá comunicación alguna que concierne a un Estado Parte en la Convención que no sea parte en el presente Protocolo."
3540,Artículo 2,"El Comité considerará inadmisible una comunicación cuando: a) Sea anónima; b) Constituya un abuso del derecho a presentar una comunicación o sea incompatible con las disposiciones de la Convención; c) Se refiera a una cuestión que ya haya sido examinada por el Comité o ya haya sido o esté siendo examinada de conformidad con otro procedimiento de investigación o arreglo internacionales; d) No se hayan agotado todos los recursos internos disponibles, salvo que la tramitación de esos recursos se prolongue injustificadamente o sea improbable que con ellos se logre un remedio efectivo; e) Sea manifiestamente infundada o esté insuficientemente sustanciada; o f) Los hechos objeto de la comunicación hubieran sucedido antes de la fecha de entrada en vigor del presente Protocolo para el Estado Parte interesado, salvo que esos hechos continuasen produciéndose después de esa fecha."
3540,Artículo 3,"Sin perjuicio de lo dispuesto en el Artículo 2 del presente Protocolo, el Comité pondrá en conocimiento del Estado Parte, de forma confidencial, toda comunicación que reciba con arreglo al presente Protocolo. En un plazo de seis meses, ese Estado Parte presentará al Comité por escrito explicaciones o declaraciones en las que se aclare la cuestión y se indiquen las medidas correctivas que hubiere adoptado el Estado Parte, de haberlas."
3540,Artículo 4,"1. Tras haber recibido una comunicación y antes de llegar a una conclusión sobre el fondo de ésta, el Comité podrá remitir en cualquier momento al Estado Parte interesado, a los fines de su examen urgente, una solicitud para que adopte las medidas provisionales necesarias a fin de evitar posibles daños irreparables a la víctima o las víctimas de la supuesta violación. 2. El ejercicio por el Comité de sus facultades discrecionales en virtud del párrafo 1 del presente artículo, no implicará juicio alguno sobre la admisibilidad o sobre el fondo de la comunicación."
3540,Artículo 5,"El Comité examinará en sesiones privadas las comunicaciones que reciba en virtud del presente Protocolo. Tras examinar una comunicación, el Comité hará llegar sus sugerencias y recomendaciones, si las hubiere, al Estado Parte interesado y al comunicante."
3540,Artículo 6,"1. Si el Comité recibe información fidedigna que revele violaciones graves o sistemáticas por un Estado Parte de los derechos recogidos en la Convención, el Comité invitará a ese Estado Parte a colaborar en el examen de la información y, a esos efectos, a presentar observaciones sobre dicha información. 2. Tomando en consideración las observaciones que haya presentado el Estado Parte interesado, así como toda información fidedigna que esté a su disposición, el Comité podrá encargar a uno o más de sus miembros que lleven a cabo una investigación y presenten, con carácter urgente, un informe al Comité. Cuando se justifique y con el consentimiento del Estado Parte, la investigación podrá incluir una visita a su territorio. 3. Tras examinar las conclusiones de la investigación, el Comité las transmitirá al Estado Parte interesado, junto con las observaciones y recomendaciones que estime oportunas. 4. En un plazo de seis meses después de recibir las conclusiones de la investigación y las observaciones y recomendaciones que le transmita el Comité, el Estado Parte interesado presentará sus propias observaciones al Comité. 5. La investigación será de carácter confidencial y en todas sus etapas se solicitará la colaboración del Estado Parte."
3540,Artículo 7,"1. El Comité podrá invitar al Estado Parte interesado a que incluya en el informe que ha de presentar con arreglo al Artículo 35 de la Convención pormenores sobre cualesquiera medidas que hubiere adoptado en respuesta a una investigación efectuada con arreglo al Artículo 6 del presente Protocolo. 2. Transcurrido el período de seis meses indicado en el párrafo 4 del Artículo 6, el Comité podrá, si fuera necesario, invitar al Estado Parte interesado a que le informe sobre cualquier medida adoptada como resultado de la investigación."
3540,Artículo 8,"Todo Estado Parte podrá, al momento de la firma o ratificación del presente Protocolo, o de la adhesión a él, declarar que no reconoce la competencia del Comité establecida en los Artículos 6 y 7."
3540,Artículo 9,El Secretario General de las Naciones Unidas será el depositario del presente Protocolo.
3540,Artículo 10,"El presente Protocolo estará abierto a la firma de todos los Estados y las organizaciones regionales de integración signatarios de la Convención en la Sede de las Naciones Unidas, en Nueva York, a partir del 30 de marzo de 2007."
3540,Artículo 11,"El presente Protocolo estará sujeto a la ratificación de los Estados signatarios del presente Protocolo que hayan ratificado la Convención o se hayan adherido a ella. Estará sujeto a la confirmación oficial de las organizaciones regionales de integración signatarias del presente Protocolo que hayan confirmado oficialmente la Convención o se hayan adherido a ella. Estará abierto a la adhesión de cualquier Estado u organización regional de integración que haya ratificado la Convención, la haya confirmado oficialmente o se haya adherido a ella y que no haya firmado el presente Protocolo."
3540,Artículo 12,"1. Por ""organización regional de integración"" se entenderá una organización constituida por Estados soberanos de una región determinada a la que sus Estados miembros hayan transferido competencia respecto de las cuestiones regidas por la Convención y el presente Protocolo. Esas organizaciones declararán, en sus instrumentos de confirmación oficial o adhesión, su grado de competencia con respecto a las cuestiones regidas por la Convención y el presente Protocolo. Posteriormente, informarán al depositario de toda modificación sustancial de su grado de competencia. 2. Las referencias a los ""Estados Partes"" con arreglo al presente Protocolo se aplicarán a esas organizaciones dentro de los límites de su competencia. 3. A los efectos de lo dispuesto en el párrafo 1 del Artículo 13 y en el párrafo 2 del Artículo 15 del presente Protocolo, no se tendrá en cuenta ningún instrumento depositado por una organización regional de integración. 4. Las organizaciones regionales de integración, en asuntos de su competencia, ejercerán su derecho de voto en la reunión de los Estados Partes, con un número de votos igual al número de sus Estados miembros que sean Partes en el presente Protocolo. Dichas organizaciones no ejercerán su derecho de voto si sus Estados miembros ejercen el suyo, y viceversa."
3540,Artículo 13,"1. Con sujeción a la entrada en vigor de la Convención, el presente Protocolo entrará en vigor el trigésimo día después de que se haya depositado el décimo instrumento de ratificación o adhesión. 2. Para cada Estado u organización regional de integración que ratifique el Protocolo, lo confirme oficialmente o se adhiera a él una vez que haya sido depositado el décimo instrumento a sus efectos, el Protocolo entrará en vigor el trigésimo día a partir de la fecha en que haya sido depositado su propio instrumento."
3540,Artículo 14,1. No se permitirán reservas incompatibles con el objeto y el propósito del presente Protocolo. 2. Las reservas podrán ser retiradas en cualquier momento.
3540,Artículo 15,"1. Todo Estado Parte podrá proponer una enmienda al presente Protocolo y presentarla al Secretario General de las Naciones Unidas. El Secretario General comunicará la enmienda propuesta a los Estados Partes, pidiéndoles que le notifiquen si desean que se convoque una conferencia de Estados Partes con el fin de examinar la propuesta y someterla a votación. Si dentro de los cuatro meses siguientes a la fecha de esa notificación, al menos un tercio de los Estados Partes se declara a favor de tal convocatoria, el Secretario General convocará una conferencia bajo los auspicios de las Naciones Unidas. Toda enmienda adoptada por mayoría de dos tercios de los Estados Partes presentes y votantes en la conferencia será sometida por el Secretario General a la Asamblea General de las Naciones Unidas para su aprobación y posteriormente a todos los Estados Partes para su aceptación. 2. Las enmiendas adoptadas y aprobadas conforme a lo dispuesto en el párrafo 1 del presente artículo entrarán en vigor el trigésimo día a partir de la fecha en que el número de instrumentos de aceptación depositados alcance los dos tercios del número de Estados Partes que hubiera en la fecha de adopción de la enmienda. Posteriormente, las enmiendas entrarán en vigor para todo Estado Parte el trigésimo día a partir de aquel en que hubieran depositado su propio instrumento de aceptación. Las enmiendas serán vinculantes exclusivamente para los Estados Partes que las hayan aceptado."
3540,Artículo 16,Los Estados Partes podrán denunciar el presente Protocolo mediante notificación escrita dirigida al Secretario General de las Naciones Unidas. La denuncia tendrá efecto un año después de que el Secretario General haya recibido la notificación.
3540,Artículo 17,El texto del presente Protocolo se difundirá en formatos accesible.
3540,Artículo 18,"Los textos en árabe, chino, español, francés, inglés y ruso del presente Protocolo serán igualmente auténticos. En testimonio de lo cual, los plenipotenciarios abajo firmantes, debidamente autorizados por sus respectivos gobiernos, firman el presente Protocolo.”"
3540,Artículo 2,".-Comuníquese al Poder Ejecutivo. Aprobado el Proyecto de Ley por la Honorable Cámara de Senadores, a los diez días del mes de junio del año dos mil ocho, quedando sancionado el mismo, por la Honorable Cámara de Diputados, a los veintiséis días del mes de junio del año dos mil ocho, de conformidad a lo dispuesto en el Artículo 204 de la Constitución Nacional."
6534,Artículo 1,".-OBJETO.La presente Ley tiene por objeto garantizar la protección de datos crediticios de toda persona, cualquiera sea su nacionalidad, residencia o domicilio. También se busca regular la actividad de recolección y el acceso a datos de información crediticia, así como la constitución, organización, funcionamiento, derechos, obligaciones y extinción de las personas jurídicas que se dediquen a la obtención y provisión de información crediticia, con el fin de preservar los derechos fundamentales, la intimidad, la autodeterminación informativa, la libertad, la seguridad y el trato justo de las personas, de conformidad con lo establecido en la Constitución Nacional, la presente Ley y los Tratados suscritos y ratificados por la República del Paraguay."
6534,Artículo 2,".- ÁMBITO DE APLICACIÓN.Esta Ley es de aplicación obligatoria al tratamiento de datos personales en registros públicos o privados recopilados o almacenados en el territorio nacional en sistemas de información, archivos, registros o bases de datos físicos, electrónicos o digitales a través de mecanismos manuales, automatizados o parcialmente automatizados de recolección de datos."
6534,Artículo 3,".- DEFINICIONES.A los efectos de la presente Ley, se entiende por:"
6534,Artículo 4,.- PROHIBICIÓN.Se prohíbe dar a publicidad o difundir datos sensibles de personas que sean explícitamente individualizadas o individualizables.
6534,Artículo 5,".- DERECHO A LA AUTODETERMINACIÓN INFORMATIVA.Se garantiza a toda persona el acceso a la información y a los datos sobre sí misma, sobre quienes se hallen bajo su patria potestad y sobre personas que acredite se hallen bajo su tutela o curatela, así como sobre sus bienes, que obren en registros oficiales o privados de carácter público o en entidades que suministren información sobre solvencia económica y situación patrimonial, así como conocer el uso que se haga de los mismos o su finalidad y a requerir su acceso, rectificación, cancelación y oposición."
6534,Artículo 6,".- DEL CONSENTIMIENTO INFORMADO.Toda persona tiene derecho a ser informada en forma expresa y clara sobre la finalidad que se dará a los datos personales requeridos sobre ella, a fin de manifestar expresamente su consentimiento para la obtención y utilización de sus datos personales, el cual deberá ser expreso e inequívoco, en condiciones que no admitan dudas de su otorgamiento y deberá constar de manera escrita, electrónica, digital u otro mecanismo fehaciente. El consentimiento podrá ser revocado de forma expresa en las mismas condiciones y a título gratuito. Este acto no generará efecto retroactivo. El tratamiento y la cesión de datos personales son ilícitos cuando el titular de los datos no hubiere prestado su consentimiento libre, expreso y consciente. En todos los casos, el responsable del tratamiento tiene la carga de demostrar que el titular de los datos consintió el uso de sus datos personales."
6534,Artículo 7,".- CALIDAD DE LA INFORMACIÓN.Los datos personales recolectados o almacenados deberán ser lícitos, exactos, completos, veraces y actualizados para el fin específico para los que fueron recolectados."
6534,Artículo 8,".- EJERCICIOS DE LOS DERECHO DEL TITULAR DE DATOS.El titular de datos o su representante tiene derecho a acceder a los datos personales que de ella consten en registros mantenidos por personas físicas o jurídicas, públicas o privadas, así como a conocer cualquier información relacionada con las condiciones generales y específicas de su tratamiento. Éste podrá solicitar, en cualquier momento al responsable, el acceso, actualización, rectificación, la supresión, oposición y portabilidad de los datos personales que le conciernen. El responsable deberá establecer medios y procedimientos sencillos, expeditos, accesibles y gratuitos que permitan al titular de datos ejercer sus derechos. En caso de personas fallecidas, el ejercicio de los derechos establecidos en la presente Ley corresponderá a sus herederos o legatarios."
